cliente,fecha,nombre_categoria,nombre_competencia, precio_competencia,vida_util,fecha_inventario,historial_compras,precio,nombre_tipo,cantidad_disponible,cantidad_comprada,tipo_promocion,fecha_inicio,fecha_fin
Cliente 1220,02/02/2019,Yogurt Griego,Pairumani,27.7,13,25/01/2019,13,28.1,Online,257,87.74,Sin Descuento,04/11/2021,29/12/2021
Cliente 1221,09/08/2021,Yogurt,Pairumani,57.1,28,22/07/2021,73,52.7,Supermercado,161,62.46,Descuento Porcentual,07/05/2021,29/05/2021
Cliente 1222,02/11/2020,Queso,Delizia,67.8,41,03/10/2020,37,66.4,Agencia,359,70.54,2x1,21/02/2021,18/03/2021
Cliente 1223,19/12/2019,Yogurt,Delizia,79.3,26,23/11/2019,201,82.2,Agencia,240,73.29,Sin Descuento,11/05/2021,08/06/2021
Cliente 1224,09/01/2019,Mantequilla,Delizia,19.8,11,28/12/2018,394,16.5,Online,268,21.42,2x1,31/08/2018,26/07/2019
Cliente 1225,13/07/2021,Jugo,Pairumani,95.5,8,21/06/2021,109,97.7,Agencia,734,89.53,2x1,10/08/2020,25/08/2020
Cliente 1226,10/01/2021,Crema de Lecha,Delizia,84.1,5,28/12/2020,267,85,Supermercado,220,61.49,2x1,28/07/2018,21/03/2022
Cliente 1227,18/10/2021,Gelatina,Nestle,18.9,61,08/09/2021,338,14.7,Agencia,648,59.33,Sin Descuento,20/07/2022,29/07/2022
Cliente 1228,09/01/2019,Crema de Lecha,Nestle,92,5,30/12/2018,295,93.5,Online,280,25.34,Descuento Porcentual,26/03/2019,12/12/2020
Cliente 1229,04/10/2019,Queso,Pairumani,14.7,83,12/08/2019,435,19.3,Agencia,304,77.97,Descuento Porcentual,28/05/2021,15/06/2021
Cliente 1230,25/02/2021,Yogurt Griego,Delizia,84.2,12,19/02/2021,356,79.4,Online,223,10.83,Descuento Porcentual,19/03/2018,22/09/2019
Cliente 1231,27/06/2020,Mantequilla,Delizia,35.7,14,05/06/2020,268,33.1,Online,568,46.65,Sin Descuento,16/03/2018,27/04/2021
Cliente 1232,12/05/2022,Queso,Purita,97.9,68,04/05/2022,72,101.2,Online,542,93.14,Sin Descuento,21/02/2019,02/08/2020
Cliente 1233,25/04/2022,Mermelada,Nestle,31.1,40,17/03/2022,19,30.5,Online,3,78.5,Descuento Porcentual,21/07/2022,24/07/2022
Cliente 1234,22/06/2022,Gelatina,Nestle,74.9,109,06/05/2022,221,76.4,Online,147,94.98,2x1,19/09/2021,03/11/2021
Cliente 1235,07/10/2020,Jugo,Nestle,83,13,14/09/2020,96,81.1,Online,249,71.16,Sin Descuento,03/06/2020,31/07/2022
Cliente 1236,25/02/2021,Queso,Delizia,16.1,69,21/01/2021,11,11.7,Agencia,2,80.38,Descuento Porcentual,05/05/2021,06/05/2021
Cliente 1237,22/11/2019,Crema de Lecha,Delizia,48,7,28/09/2019,57,49.4,Online,203,98.28,2x1,11/04/2020,29/04/2020
Cliente 1238,27/01/2019,Gelatina,Nestle,36.4,147,21/12/2018,9,40.5,Online,447,84.55,2x1,30/04/2019,26/08/2022
Cliente 1239,07/07/2020,Leche,Delizia,46.7,27,21/06/2020,4,43.1,Agencia,176,77.97,2x1,20/10/2019,22/10/2019
Cliente 1240,11/09/2019,Yogurt Griego,Pairumani,69.6,17,29/08/2019,472,74.6,Supermercado,121,93.95,Descuento Porcentual,04/04/2022,26/05/2022
Cliente 1241,08/11/2020,Jugo,Pairumani,40.5,11,10/09/2020,87,43.1,Agencia,70,73.48,2x1,30/06/2021,04/11/2022
Cliente 1242,02/05/2021,Yogurt,Pairumani,68.3,28,18/04/2021,74,69.4,Supermercado,16,48.29,Descuento Porcentual,15/02/2022,03/03/2022
Cliente 1243,21/05/2022,Queso,Delizia,79.5,32,22/03/2022,549,81.7,Supermercado,45,55.81,Descuento Porcentual,11/04/2019,28/04/2019
Cliente 1244,27/06/2022,Gelatina,Nestle,57.5,81,01/06/2022,1,62.1,Agencia,85,31.07,2x1,14/10/2020,28/02/2022
Cliente 1245,09/08/2022,Crema de Lecha,Delizia,63.8,5,19/06/2022,52,66.4,Supermercado,860,94.08,Descuento Porcentual,15/09/2018,17/10/2021
Cliente 1246,26/08/2020,Yogurt,Delizia,40.8,28,06/07/2020,35,41.3,Online,97,94.92,Descuento Porcentual,30/03/2021,08/11/2021
Cliente 1247,06/06/2020,Yogurt,Delizia,63.6,21,16/04/2020,5,68.4,Online,553,67.64,Descuento Porcentual,13/10/2022,25/10/2022
Cliente 1248,06/12/2020,Helado,Pairumani,89.9,27,10/10/2020,244,90.7,Agencia,258,23.64,Sin Descuento,26/06/2021,24/07/2021
Cliente 1249,11/08/2020,Gelatina,Delizia,97.5,81,18/07/2020,78,92.8,Supermercado,391,98.17,2x1,20/08/2019,06/09/2019
Cliente 1250,25/06/2020,Gelatina,Delizia,81.4,135,13/06/2020,48,80.5,Online,622,14.67,2x1,12/01/2018,13/09/2020
Cliente 1251,20/11/2022,Gelatina,Delizia,97,81,21/10/2022,245,98.8,Supermercado,251,19.81,2x1,14/04/2020,22/04/2020
Cliente 1252,16/09/2019,Helado,Pairumani,27.1,25,06/09/2019,571,29.6,Supermercado,304,46.42,2x1,16/03/2019,24/03/2020
Cliente 1253,02/12/2022,Mantequilla,Delizia,36.6,10,25/10/2022,13,35.3,Supermercado,7,95.94,2x1,24/10/2018,12/06/2021
Cliente 1254,24/06/2019,Mermelada,Delizia,50,40,21/05/2019,690,47.9,Supermercado,13,27.4,Descuento Porcentual,23/09/2021,03/10/2021
Cliente 1255,21/01/2019,Yogurt,Pairumani,44.9,28,13/12/2018,243,43.2,Agencia,200,11.63,Descuento Porcentual,04/03/2018,19/02/2020
Cliente 1256,06/06/2019,Yogurt,Delizia,34.6,26,17/05/2019,552,33.1,Supermercado,215,41.46,2x1,26/08/2018,28/07/2019
Cliente 1257,24/04/2019,Gelatina,Delizia,98.4,117,23/02/2019,161,102.4,Supermercado,173,61.69,Descuento Porcentual,15/08/2021,09/09/2021
Cliente 1258,23/08/2019,Yogurt Griego,Pairumani,27.4,12,02/07/2019,778,24.6,Supermercado,10,17.14,2x1,17/10/2020,13/11/2020
Cliente 1259,24/07/2022,Mermelada,ILVA,51.7,25,27/05/2022,241,53.2,Agencia,26,53.64,Sin Descuento,02/03/2020,14/03/2020
Cliente 1260,01/05/2021,Jugo,Pairumani,71.6,10,27/04/2021,157,70.9,Supermercado,14,84.04,Sin Descuento,28/07/2019,11/08/2019
Cliente 1261,05/06/2020,Jugo,Delizia,30.4,7,18/04/2020,38,33.9,Supermercado,398,12,Sin Descuento,08/03/2019,29/03/2019
Cliente 1262,01/08/2019,Yogurt,Pairumani,83.3,26,05/06/2019,294,88.1,Online,263,38.95,Descuento Porcentual,21/12/2020,21/09/2022
Cliente 1263,06/09/2021,Crema de Lecha,Delizia,36.3,6,29/08/2021,737,39.9,Supermercado,164,75.01,Descuento Porcentual,16/06/2022,02/07/2022
Cliente 1264,04/09/2020,Yogurt Griego,Delizia,45,14,18/08/2020,590,46.6,Online,209,17.69,2x1,28/01/2022,05/02/2022
Cliente 1265,14/11/2020,Queso,Pairumani,71.2,57,17/10/2020,426,68.6,Agencia,176,18.72,Sin Descuento,10/10/2019,12/12/2021
Cliente 1266,02/03/2021,Leche,Delizia,26,1,07/02/2021,476,31,Online,281,67.15,Descuento Porcentual,06/05/2018,10/12/2018
Cliente 1267,10/09/2020,Mantequilla,Delizia,73.9,8,26/08/2020,211,70.9,Online,517,23.66,Sin Descuento,03/10/2022,14/10/2022
Cliente 1268,01/04/2019,Crema de Lecha,Delizia,85.6,6,14/02/2019,214,83.7,Online,59,56.5,2x1,18/03/2018,12/11/2019
Cliente 1269,18/10/2019,Leche,Pairumani,76.3,1,08/09/2019,449,73.3,Online,89,27.02,2x1,31/07/2022,17/08/2022
Cliente 1270,26/05/2020,Crema de Lecha,Nestle,28.7,7,08/05/2020,104,32.5,Agencia,248,30.77,Sin Descuento,02/02/2018,28/05/2019
Cliente 1271,24/12/2021,Crema de Lecha,Delizia,51.9,5,25/11/2021,582,50.4,Agencia,230,31.07,Descuento Porcentual,01/09/2018,13/10/2019
Cliente 1272,20/09/2019,Queso,Purita,25.2,47,19/09/2019,649,20.2,Online,27,70.51,Sin Descuento,08/02/2021,17/12/2021
Cliente 1273,26/03/2020,Mermelada,Nestle,80.9,36,30/01/2020,19,84.3,Supermercado,227,84.84,Descuento Porcentual,23/07/2018,31/10/2022
Cliente 1274,02/03/2020,Leche,Delizia,45.1,29,08/01/2020,8,47.3,Supermercado,23,93.2,Sin Descuento,26/03/2020,09/04/2022
Cliente 1275,07/05/2022,Mermelada,Nestle,82.9,36,01/04/2022,108,85.2,Online,156,51.89,Sin Descuento,13/05/2022,10/06/2022
Cliente 1276,10/05/2019,Leche,Delizia,16.9,1,23/04/2019,367,18.4,Agencia,525,82.21,2x1,01/02/2019,03/09/2019
Cliente 1277,18/01/2019,Leche,Pairumani,90.2,30,21/12/2018,353,91,Agencia,58,56.47,2x1,03/04/2022,08/04/2022
Cliente 1278,07/05/2021,Yogurt,Pairumani,12.2,30,04/04/2021,738,13.7,Agencia,79,37.24,2x1,26/12/2018,21/07/2022
Cliente 1279,02/12/2020,Leche,Delizia,34,2,18/10/2020,329,38,Online,408,26.44,Descuento Porcentual,02/06/2019,21/12/2021
Cliente 1280,07/01/2020,Queso,Pairumani,31.3,50,05/01/2020,169,28.2,Online,674,21.05,Descuento Porcentual,31/08/2022,20/09/2022
Cliente 1281,21/06/2021,Leche,Delizia,92,1,05/06/2021,612,96.6,Supermercado,116,29,Descuento Porcentual,01/03/2021,14/09/2021
Cliente 1282,07/04/2021,Queso,Purita,42,83,06/02/2021,15,39.4,Agencia,3,32.58,Sin Descuento,04/08/2021,14/07/2022
Cliente 1283,14/01/2019,Queso,Pairumani,37.9,47,12/01/2019,167,39.7,Agencia,81,17.27,Descuento Porcentual,26/08/2020,24/09/2020
Cliente 1284,15/07/2022,Mermelada,ILVA,46.3,35,05/07/2022,433,49,Agencia,184,58.59,Descuento Porcentual,17/05/2022,07/06/2022
Cliente 1285,15/05/2022,Mermelada,Delizia,14.2,34,05/04/2022,9,18,Agencia,89,95.84,Sin Descuento,28/06/2018,26/11/2018
Cliente 1286,10/02/2020,Queso,Norland,24.9,33,29/01/2020,220,27.5,Online,436,72.53,Sin Descuento,27/07/2022,30/07/2022
Cliente 1287,04/08/2021,Mantequilla,Delizia,79.3,11,14/06/2021,180,75.3,Agencia,138,71.78,Descuento Porcentual,15/12/2019,14/03/2020
Cliente 1288,01/12/2021,Gelatina,Pairumani,10.6,118,11/10/2021,335,15.2,Supermercado,52,16,Sin Descuento,12/08/2020,14/12/2021
Cliente 1289,05/08/2019,Leche,Pairumani,22.3,22,18/07/2019,473,27,Supermercado,158,11.68,2x1,14/02/2020,28/02/2020
Cliente 1290,26/01/2022,Leche,Nestle,90.6,24,03/01/2022,218,91.2,Supermercado,393,82.84,2x1,08/09/2022,16/09/2022
Cliente 1291,25/06/2022,Jugo,Nestle,72.8,10,08/05/2022,282,72.4,Online,396,38.12,2x1,04/04/2022,13/04/2022
Cliente 1292,01/04/2021,Jugo,Nestle,67.5,14,09/03/2021,101,68.9,Online,23,20.28,Descuento Porcentual,07/02/2022,28/02/2022
Cliente 1293,04/07/2019,Crema de Lecha,Nestle,51,7,15/06/2019,523,50.9,Agencia,48,92.81,Descuento Porcentual,25/06/2021,08/07/2021
Cliente 1294,03/06/2020,Leche,Nestle,60.1,1,29/05/2020,216,57,Online,277,74.26,Descuento Porcentual,24/08/2020,21/09/2020
Cliente 1295,09/08/2022,Mermelada,Delizia,98.3,37,03/08/2022,199,99,Agencia,280,11.32,Sin Descuento,11/05/2018,30/11/2022
Cliente 1296,26/06/2022,Mantequilla,Nestle,85.1,7,02/06/2022,25,82.8,Online,98,17.6,Sin Descuento,21/01/2020,14/02/2021
Cliente 1297,11/06/2019,Mantequilla,Pairumani,38.6,7,08/06/2019,552,33.7,Supermercado,197,81.3,Sin Descuento,14/07/2020,13/08/2020
Cliente 1298,05/08/2019,Yogurt Griego,Nestle,78.8,14,06/07/2019,524,74,Supermercado,120,76.51,Descuento Porcentual,20/03/2018,21/06/2022
Cliente 1299,23/02/2021,Leche,Delizia,26,1,12/01/2021,4,25.9,Online,27,58.78,Descuento Porcentual,27/11/2022,25/12/2022
Cliente 1300,18/06/2021,Queso,Delizia,64.7,56,30/04/2021,26,68.7,Online,753,59.52,Descuento Porcentual,18/06/2018,02/07/2018
Cliente 1301,25/07/2019,Helado,Delizia,77.6,29,10/07/2019,169,80.4,Online,472,31.64,Descuento Porcentual,07/05/2020,13/07/2022
Cliente 1302,27/11/2019,Yogurt Griego,Nestle,51.3,13,06/11/2019,174,52.3,Agencia,108,57.17,2x1,01/06/2022,11/06/2022
Cliente 1303,13/12/2019,Yogurt Griego,Delizia,93.3,16,01/11/2019,767,92.9,Agencia,21,93.38,Sin Descuento,04/08/2018,13/11/2019
Cliente 1304,11/04/2021,Yogurt Griego,Delizia,29.7,17,28/03/2021,309,27.2,Agencia,433,91.88,2x1,27/09/2019,16/01/2020
Cliente 1305,27/11/2022,Mermelada,ILVA,95.3,30,05/11/2022,153,94.7,Online,200,55.96,Sin Descuento,14/08/2022,16/08/2022
Cliente 1306,27/02/2020,Jugo,Delizia,40.4,11,11/01/2020,433,35.7,Online,476,63.9,2x1,31/10/2022,02/11/2022
Cliente 1307,20/11/2022,Crema de Lecha,Delizia,98.5,7,17/10/2022,682,101.8,Supermercado,241,90.23,Sin Descuento,12/09/2018,14/10/2019
Cliente 1308,09/08/2021,Queso,Delizia,41.7,58,01/07/2021,327,41.2,Agencia,62,70.01,Descuento Porcentual,11/06/2021,08/07/2021
Cliente 1309,17/02/2020,Yogurt,Delizia,52.5,22,09/02/2020,144,50.3,Online,1,29.05,2x1,06/07/2020,30/07/2020
Cliente 1310,23/05/2020,Mantequilla,Pairumani,80.4,10,07/04/2020,304,78.4,Agencia,391,48.13,Descuento Porcentual,28/03/2019,16/04/2021
Cliente 1311,01/06/2019,Queso,Delizia,47.2,65,22/05/2019,371,49.1,Supermercado,474,32.81,Sin Descuento,11/01/2019,09/10/2019
Cliente 1312,21/01/2020,Mermelada,ILVA,97.8,33,19/01/2020,10,101.1,Supermercado,545,89.01,2x1,16/07/2018,25/08/2021
Cliente 1313,14/02/2021,Crema de Lecha,Delizia,23.7,7,10/02/2021,224,24,Online,553,80.18,2x1,18/10/2020,10/11/2020
Cliente 1314,28/07/2021,Leche,Delizia,46.4,22,03/06/2021,313,48.2,Supermercado,203,48.58,Descuento Porcentual,07/05/2022,01/06/2022
Cliente 1315,28/08/2021,Yogurt Griego,Nestle,90.5,13,26/08/2021,67,88.3,Online,1,72.5,2x1,06/04/2019,01/04/2021
Cliente 1316,11/06/2019,Yogurt Griego,Delizia,48.3,16,30/05/2019,340,51.5,Supermercado,56,78.79,Sin Descuento,21/05/2020,23/05/2020
Cliente 1317,24/01/2019,Leche,Nestle,70.8,1,04/12/2018,30,70.8,Supermercado,34,64.93,2x1,31/05/2022,17/06/2022
Cliente 1318,25/06/2022,Mermelada,Nestle,81.4,39,21/05/2022,246,84,Supermercado,65,87.02,2x1,31/07/2018,13/01/2021
Cliente 1319,23/05/2020,Jugo,Pairumani,72.6,11,08/05/2020,290,69.5,Supermercado,169,81.9,Sin Descuento,18/08/2020,28/08/2020
Cliente 1320,08/09/2019,Mantequilla,Delizia,12.1,10,24/07/2019,18,8.2,Online,74,92.39,2x1,28/11/2021,16/12/2021
Cliente 1321,11/07/2021,Queso,Pairumani,59.7,44,14/05/2021,132,59.9,Online,780,55.68,Descuento Porcentual,15/07/2019,03/08/2019
Cliente 1322,26/04/2022,Jugo,Delizia,41,8,19/03/2022,208,38.9,Supermercado,455,73.22,Sin Descuento,07/07/2019,18/07/2019
Cliente 1323,16/02/2020,Yogurt,Pairumani,99.4,30,07/01/2020,51,102.3,Supermercado,82,34.53,Descuento Porcentual,09/02/2020,29/02/2020
Cliente 1324,04/03/2022,Mantequilla,Delizia,64.6,7,06/01/2022,148,67.1,Supermercado,347,45.63,Sin Descuento,07/07/2019,11/09/2019
Cliente 1325,12/10/2020,Mermelada,ILVA,40.2,37,09/09/2020,342,39.2,Supermercado,599,27.47,Descuento Porcentual,21/05/2020,08/06/2020
Cliente 1326,21/06/2019,Crema de Lecha,Nestle,54.7,5,23/05/2019,7,57,Agencia,13,86.9,2x1,04/01/2022,06/10/2022
Cliente 1327,13/11/2019,Queso,Delizia,84.8,31,21/09/2019,99,79.9,Supermercado,145,12.09,Sin Descuento,16/10/2018,10/07/2021
Cliente 1328,22/09/2019,Mermelada,Nestle,33.2,37,10/09/2019,25,31.1,Online,3,10.66,2x1,26/08/2018,14/05/2019
Cliente 1329,24/10/2021,Gelatina,Delizia,57.4,128,19/10/2021,89,55.8,Online,367,74.14,Sin Descuento,05/01/2019,19/01/2019
Cliente 1330,25/06/2022,Helado,Pairumani,86.4,24,26/05/2022,588,87.1,Supermercado,230,95.1,Descuento Porcentual,21/03/2018,13/04/2018
Cliente 1331,18/02/2019,Queso,Norland,61.1,70,24/01/2019,366,61.2,Supermercado,193,95.64,2x1,13/01/2019,26/07/2020
Cliente 1332,22/02/2021,Crema de Lecha,Nestle,56.9,6,09/01/2021,359,53.8,Supermercado,375,73.08,2x1,16/07/2019,05/03/2022
Cliente 1333,01/01/2019,Yogurt Griego,Pairumani,89,13,31/12/2018,429,92.4,Online,534,73.75,Sin Descuento,24/01/2019,11/05/2021
Cliente 1334,15/08/2022,Leche,Delizia,12.4,26,23/07/2022,940,8.1,Online,49,49.25,Descuento Porcentual,29/10/2021,26/11/2021
Cliente 1335,10/11/2020,Helado,Delizia,48.9,26,16/09/2020,117,44.1,Online,341,94.03,2x1,13/08/2021,18/08/2021
Cliente 1336,11/01/2019,Queso,Pairumani,34.7,62,04/12/2018,125,32.7,Online,322,98.8,Descuento Porcentual,30/09/2022,17/10/2022
Cliente 1337,20/05/2022,Helado,Delizia,49.4,21,18/04/2022,71,49.3,Online,56,45.89,Descuento Porcentual,03/03/2022,08/03/2022
Cliente 1338,14/04/2020,Mermelada,Nestle,69.7,29,31/03/2020,286,74.2,Supermercado,21,35.02,Sin Descuento,21/03/2021,16/04/2021
Cliente 1339,16/09/2019,Leche,Nestle,74.1,27,25/07/2019,860,71.1,Supermercado,127,97.87,Sin Descuento,20/10/2020,21/01/2022
Cliente 1340,05/09/2020,Yogurt Griego,Delizia,25.7,15,11/07/2020,86,26.6,Online,112,58.18,Sin Descuento,16/10/2022,17/10/2022
Cliente 1341,13/05/2020,Queso,Pairumani,47.8,76,18/04/2020,86,51.3,Agencia,274,36.03,2x1,29/08/2018,11/04/2021
Cliente 1342,22/09/2020,Helado,Delizia,50.2,30,14/09/2020,27,49.2,Supermercado,10,21.31,Sin Descuento,29/10/2019,31/07/2022
Cliente 1343,01/07/2022,Crema de Lecha,Pairumani,19,6,02/05/2022,419,20.8,Supermercado,537,37.05,2x1,17/02/2019,09/01/2020
Cliente 1344,17/03/2019,Yogurt,Delizia,59.7,30,23/01/2019,50,60.3,Supermercado,55,18.51,Sin Descuento,07/12/2022,20/12/2022
Cliente 1345,18/03/2019,Mantequilla,Delizia,90.6,9,08/02/2019,115,93.1,Online,90,81.37,Sin Descuento,20/10/2018,23/10/2021
Cliente 1346,21/04/2020,Helado,Delizia,18.7,28,19/04/2020,240,16.9,Supermercado,259,41.25,Descuento Porcentual,07/12/2020,22/03/2022
Cliente 1347,01/12/2021,Helado,Delizia,94,29,12/10/2021,91,92.8,Agencia,778,97.19,Sin Descuento,03/09/2021,18/09/2021
Cliente 1348,24/11/2021,Queso,Pairumani,78.2,62,11/10/2021,88,83.1,Supermercado,569,89.41,Descuento Porcentual,31/12/2022,02/01/2023
Cliente 1349,07/07/2020,Yogurt,Pairumani,21.1,29,27/06/2020,297,23,Supermercado,81,63.07,Descuento Porcentual,06/06/2022,27/06/2022
Cliente 1350,23/10/2022,Jugo,Pairumani,13.7,14,30/08/2022,139,14.5,Supermercado,73,37.23,Descuento Porcentual,18/09/2021,14/10/2021
Cliente 1351,23/06/2019,Yogurt Griego,Delizia,73.1,18,18/05/2019,25,74.1,Agencia,111,56,Descuento Porcentual,21/11/2018,07/12/2018
Cliente 1352,15/03/2021,Helado,Pairumani,95.4,27,16/02/2021,386,98,Online,318,70.43,2x1,18/06/2019,21/05/2021
Cliente 1353,18/09/2020,Jugo,Delizia,73.1,13,03/09/2020,13,73.2,Online,108,79.19,2x1,11/03/2022,03/04/2022
Cliente 1354,03/01/2019,Mantequilla,Nestle,91.3,11,26/11/2018,342,93.1,Agencia,106,40.12,2x1,31/05/2019,09/08/2022
Cliente 1355,21/08/2021,Gelatina,Delizia,93.3,84,04/07/2021,32,96.3,Agencia,95,41.59,2x1,06/08/2018,20/11/2018
Cliente 1356,25/03/2020,Yogurt Griego,Pairumani,53.4,17,07/02/2020,201,49.8,Supermercado,729,58.82,2x1,18/11/2020,30/11/2020
Cliente 1357,19/03/2021,Helado,Pairumani,25.5,24,26/01/2021,16,20.6,Online,306,29.81,2x1,19/12/2019,12/01/2020
Cliente 1358,14/07/2019,Yogurt,Delizia,45.8,21,03/06/2019,893,48.7,Supermercado,45,89.02,Descuento Porcentual,16/04/2018,27/07/2022
Cliente 1359,24/05/2022,Jugo,Nestle,47.5,8,20/04/2022,327,44.8,Agencia,482,55.64,2x1,22/04/2022,28/08/2022
Cliente 1360,04/11/2021,Yogurt Griego,Pairumani,40,18,19/09/2021,650,44.9,Supermercado,134,74.14,Sin Descuento,23/01/2019,22/12/2021
Cliente 1361,14/02/2022,Queso,Pairumani,29.4,48,30/12/2021,17,25,Supermercado,784,24.04,Sin Descuento,13/07/2020,11/04/2021
Cliente 1362,11/03/2021,Helado,Delizia,41.3,21,17/02/2021,122,38,Online,212,20.35,Sin Descuento,04/03/2018,14/12/2022
Cliente 1363,24/09/2020,Gelatina,Pairumani,42.2,108,31/07/2020,298,44.6,Supermercado,157,17.17,Sin Descuento,02/01/2020,01/02/2020
Cliente 1364,26/07/2020,Mermelada,ILVA,19.6,37,17/06/2020,35,19.3,Online,357,34.43,2x1,11/03/2021,25/10/2022
Cliente 1365,26/05/2020,Crema de Lecha,Delizia,25.6,6,24/05/2020,625,24.8,Agencia,213,78.68,Descuento Porcentual,09/07/2021,04/02/2022
Cliente 1366,22/12/2021,Yogurt Griego,Pairumani,62.1,12,01/12/2021,537,61.7,Online,187,44.91,2x1,24/02/2021,25/03/2021
Cliente 1367,13/01/2022,Queso,Norland,79,52,23/12/2021,609,76.6,Online,255,54.67,Sin Descuento,21/06/2019,03/08/2019
Cliente 1368,21/08/2020,Mermelada,Delizia,53.2,27,24/06/2020,351,52.4,Online,162,28.88,Sin Descuento,03/05/2019,25/08/2021
Cliente 1369,24/10/2022,Yogurt,Pairumani,84.8,26,03/10/2022,267,80.1,Online,32,76.8,2x1,25/04/2020,16/07/2021
Cliente 1370,23/11/2022,Crema de Lecha,Pairumani,82.6,7,11/10/2022,76,77.8,Supermercado,458,64.69,Sin Descuento,14/06/2021,19/06/2021
Cliente 1371,11/07/2020,Yogurt Griego,Pairumani,80.8,13,13/05/2020,232,76.1,Online,241,37.58,Sin Descuento,03/10/2020,24/10/2020
Cliente 1372,17/12/2019,Mermelada,Nestle,67.4,38,12/12/2019,158,65.6,Supermercado,439,40.66,Sin Descuento,17/04/2022,09/05/2022
Cliente 1373,27/05/2020,Queso,Purita,86.1,88,02/05/2020,82,89.7,Agencia,128,66.8,2x1,27/12/2022,09/01/2023
Cliente 1374,01/10/2022,Mermelada,Nestle,79.5,27,10/09/2022,53,75.9,Online,470,53.89,Sin Descuento,22/04/2022,08/05/2022
Cliente 1375,06/06/2021,Gelatina,Delizia,20.6,78,14/04/2021,373,19.6,Agencia,251,65.17,Sin Descuento,30/06/2020,07/02/2022
Cliente 1376,14/11/2019,Yogurt Griego,Delizia,12.1,18,27/10/2019,527,8.5,Online,132,73.59,2x1,10/04/2021,10/05/2021
Cliente 1377,12/06/2019,Crema de Lecha,Nestle,30.7,6,03/06/2019,311,27.8,Online,330,72.87,2x1,02/03/2021,21/03/2021
Cliente 1378,18/07/2020,Jugo,Delizia,33.2,13,06/07/2020,237,35.6,Agencia,595,25.11,Descuento Porcentual,27/05/2020,28/05/2020
Cliente 1379,08/11/2019,Queso,Purita,87.9,49,22/10/2019,642,91.7,Online,37,17.94,2x1,17/02/2022,10/03/2022
Cliente 1380,20/01/2019,Helado,Pairumani,42.4,29,02/01/2019,59,43.2,Supermercado,258,44.6,2x1,08/12/2018,24/11/2020
Cliente 1381,25/03/2019,Yogurt Griego,Nestle,73.9,14,05/03/2019,184,69.5,Agencia,99,32.9,Descuento Porcentual,15/10/2019,26/10/2019
Cliente 1382,26/10/2021,Yogurt Griego,Nestle,16.2,12,17/09/2021,253,19.7,Online,50,95.51,Sin Descuento,23/06/2019,07/04/2021
Cliente 1383,12/10/2021,Mantequilla,Delizia,26.1,10,20/08/2021,746,30.4,Agencia,187,27.23,Sin Descuento,13/08/2020,15/08/2020
Cliente 1384,23/06/2022,Leche,Pairumani,42.5,1,22/05/2022,74,44.5,Agencia,490,25.4,Sin Descuento,16/08/2018,04/09/2018
Cliente 1385,12/12/2019,Yogurt Griego,Delizia,18.3,14,07/11/2019,377,15.8,Supermercado,290,66.16,Sin Descuento,30/12/2019,19/02/2022
Cliente 1386,12/06/2020,Leche,Delizia,41.3,28,07/05/2020,579,44.4,Agencia,231,65.23,2x1,22/04/2020,17/12/2022
Cliente 1387,11/08/2021,Queso,Pairumani,22.7,32,28/06/2021,265,18.4,Supermercado,702,49.52,2x1,02/07/2019,27/09/2021
Cliente 1388,15/08/2022,Yogurt Griego,Delizia,14.3,16,09/08/2022,2,12.1,Agencia,7,17.94,Sin Descuento,07/04/2022,12/04/2022
Cliente 1389,27/01/2022,Crema de Lecha,Nestle,13.9,5,01/01/2022,33,10.5,Online,136,76.62,Descuento Porcentual,29/02/2020,06/07/2022
Cliente 1390,27/09/2019,Leche,Pairumani,88.5,1,30/08/2019,540,89.4,Online,37,48.59,2x1,24/09/2021,15/10/2021
Cliente 1391,27/08/2022,Jugo,Nestle,60.6,8,05/07/2022,8,58.5,Supermercado,18,54.65,Sin Descuento,30/06/2018,09/01/2020
Cliente 1392,12/02/2022,Yogurt,Delizia,37.7,25,09/02/2022,368,35.9,Supermercado,115,36.01,Sin Descuento,06/12/2021,19/12/2021
Cliente 1393,11/10/2022,Jugo,Pairumani,83.7,10,30/09/2022,77,84.8,Online,107,58.9,2x1,14/03/2022,20/03/2022
Cliente 1394,16/03/2019,Queso,Pairumani,54.6,51,21/02/2019,107,51.9,Supermercado,849,35.86,Descuento Porcentual,27/05/2019,29/05/2019
Cliente 1395,13/04/2021,Queso,Purita,81.4,72,19/02/2021,18,81,Agencia,398,67.99,Descuento Porcentual,03/07/2022,13/07/2022
Cliente 1396,21/12/2019,Jugo,Pairumani,22.5,7,03/12/2019,211,25,Agencia,200,46.82,Descuento Porcentual,02/08/2019,14/10/2022
Cliente 1397,14/12/2019,Yogurt Griego,Delizia,52.4,15,28/10/2019,1,53.6,Supermercado,32,53.67,Sin Descuento,10/09/2019,27/09/2019
Cliente 1398,25/11/2021,Gelatina,Nestle,34.3,144,22/11/2021,36,29.7,Supermercado,37,63.02,Descuento Porcentual,04/02/2020,25/02/2021
Cliente 1399,14/11/2021,Yogurt,Delizia,74.3,27,05/10/2021,113,72.7,Agencia,608,57.36,2x1,30/06/2018,01/07/2018
Cliente 1400,21/10/2021,Mermelada,Pairumani,66.5,40,22/09/2021,394,61.7,Online,241,94.06,Descuento Porcentual,19/01/2020,16/11/2021
